îÑè„ID,å⁄ãqID,å_ñÒID,îÑè„ì˙,îÑè„
S-1029086,C-1001304,N-1003463,2021/2/28,50000
S-1029087,C-1001108,N-1002782,2021/2/28,50000
S-1029088,C-1000388,N-1003292,2021/2/28,50000
S-1029089,C-1000479,N-1000739,2021/2/28,29000
S-1029090,C-1000995,N-1002397,2021/2/28,15000
S-1029091,C-1000300,N-1000409,2021/2/28,9000
S-1029092,C-1000087,N-1000249,2021/2/28,30000
S-1029093,C-1000995,N-1002396,2021/2/28,15000
S-1029152,C-1000184,N-1000227,2021/2/28,15000
S-1029153,C-1001011,N-1002395,2021/2/28,30000
S-1029154,C-1000204,N-1000738,2021/2/28,13000
S-1029155,C-1000388,N-1003291,2021/2/28,50000
S-1029156,C-1000348,N-1000496,2021/2/28,13000
S-1029157,C-1000585,N-1001004,2021/2/28,21000
S-1029158,C-1000477,N-1000737,2021/2/28,30000
S-1029159,C-1000620,N-1003460,2021/2/28,50000
S-1029160,C-1000089,N-1000098,2021/2/28,15000
S-1029161,C-1000094,N-1000103,2021/2/28,15000
S-1029162,C-1000477,N-1000736,2021/2/28,30000
S-1029163,C-1000995,N-1002398,2021/2/28,15000
S-1029164,C-1000204,N-1000740,2021/2/28,13000
S-1029165,C-1000419,N-1003293,2021/2/28,30000
S-1029166,C-1001142,N-1002888,2021/2/28,9000
S-1029167,C-1000989,N-1002405,2021/2/28,21000
S-1029168,C-1000338,N-1000753,2021/2/28,30000
S-1029169,C-1001010,N-1002404,2021/2/28,13000
S-1029228,C-1001002,N-1002403,2021/2/28,30000
S-1029229,C-1000949,N-1002181,2021/2/28,29000
S-1029230,C-1000208,N-1000741,2021/2/28,9000
S-1029231,C-1000301,N-1000408,2021/2/28,6000
S-1029232,C-1001142,N-1002889,2021/2/28,9000
S-1029233,C-1000998,N-1002401,2021/2/28,29000
S-1029234,C-1000091,N-1000099,2021/2/28,30000
S-1029235,C-1000998,N-1002400,2021/2/28,29000
S-1029236,C-1001317,N-1003458,2021/2/28,9000
S-1029237,C-1000348,N-1000495,2021/2/28,13000
S-1029238,C-1000998,N-1002399,2021/2/28,29000
S-1029239,C-1000924,N-1002887,2021/2/28,80000
S-1029240,C-1000300,N-1000410,2021/2/28,9000
S-1029241,C-1000087,N-1000248,2021/2/28,30000
S-1029242,C-1000348,N-1003462,2021/2/28,13000
S-1029243,C-1000194,N-1001088,2021/2/28,15000
S-1029244,C-1000464,N-1001089,2021/2/28,6000
S-1029245,C-1000609,N-1001090,2021/2/28,30000
S-1029246,C-1000388,N-1003043,2021/2/28,50000
S-1029247,C-1000610,N-1001091,2021/2/28,13000
S-1029248,C-1000610,N-1001092,2021/2/28,13000
S-1029249,C-1000532,N-1002780,2021/2/28,30000
S-1029250,C-1000840,N-1001751,2021/2/28,50000
S-1029251,C-1000087,N-1001750,2021/2/28,30000
S-1029310,C-1000205,N-1000246,2021/2/28,9000
S-1029311,C-1000840,N-1001749,2021/2/28,50000
S-1029312,C-1000087,N-1001748,2021/2/28,30000
S-1029313,C-1000732,N-1001747,2021/2/28,21000
S-1029314,C-1000314,N-1000498,2021/2/28,21000
S-1029315,C-1000184,N-1000230,2021/2/28,50000
S-1029316,C-1000184,N-1000228,2021/2/28,15000
S-1029317,C-1001103,N-1002779,2021/2/28,80000
S-1029318,C-1000609,N-1001086,2021/2/28,30000
S-1029319,C-1001170,N-1003040,2021/2/28,50000
S-1029320,C-1000194,N-1001080,2021/2/28,15000
S-1029321,C-1000184,N-1000229,2021/2/28,50000
S-1029322,C-1000609,N-1001081,2021/2/28,80000
S-1029323,C-1000609,N-1001082,2021/2/28,80000
S-1029324,C-1000314,N-1000497,2021/2/28,21000
S-1029325,C-1000205,N-1000247,2021/2/28,9000
S-1029326,C-1000464,N-1001083,2021/2/28,6000
S-1029327,C-1000464,N-1001084,2021/2/28,6000
S-1029328,C-1000609,N-1001085,2021/2/28,30000
S-1029329,C-1000314,N-1003461,2021/2/28,21000
S-1029330,C-1000091,N-1000096,2021/2/28,15000
S-1029331,C-1000094,N-1000104,2021/2/28,15000
S-1029332,C-1000128,N-1001165,2021/2/28,30000
S-1029333,C-1000301,N-1000411,2021/2/28,21000
S-1029392,C-1000609,N-1001087,2021/2/28,30000
S-1029393,C-1000970,N-1002330,2021/2/28,80000
S-1029394,C-1000480,N-1000750,2021/2/28,21000
S-1029395,C-1000248,N-1000323,2021/2/28,6000
S-1029396,C-1000177,N-1000849,2021/2/28,15000
S-1029397,C-1000424,N-1000848,2021/2/28,30000
S-1029398,C-1000424,N-1000847,2021/2/28,30000
S-1029399,C-1000177,N-1000846,2021/2/28,15000
S-1029400,C-1000238,N-1000845,2021/2/28,30000
S-1029401,C-1000238,N-1000844,2021/2/28,30000
S-1029402,C-1001161,N-1002966,2021/2/28,15000
S-1029403,C-1000308,N-1000662,2021/2/28,13000
S-1029404,C-1001086,N-1002710,2021/2/28,50000
S-1029405,C-1000124,N-1002709,2021/2/28,30000
S-1029406,C-1000431,N-1003130,2021/2/28,29000
S-1029407,C-1001292,N-1003395,2021/2/28,10000
S-1029408,C-1000533,N-1000902,2021/2/28,15000
S-1029409,C-1000533,N-1000901,2021/2/28,15000
S-1029410,C-1001161,N-1002965,2021/2/28,15000
S-1029411,C-1000308,N-1000661,2021/2/28,13000
S-1029412,C-1000464,N-1000817,2021/2/28,30000
S-1029413,C-1001202,N-1003116,2021/2/28,29000
S-1029414,C-1000434,N-1000660,2021/2/28,80000
S-1029415,C-1000177,N-1000850,2021/2/28,15000
S-1029474,C-1000176,N-1002708,2021/2/28,15000
S-1029475,C-1000177,N-1000851,2021/2/28,15000
S-1029476,C-1000177,N-1000852,2021/2/28,15000
S-1029477,C-1000340,N-1002103,2021/2/28,6000
S-1029478,C-1000340,N-1002102,2021/2/28,6000
S-1029479,C-1000206,N-1002101,2021/2/28,10000
S-1029480,C-1001056,N-1002619,2021/2/28,30000
S-1029481,C-1000361,N-1000778,2021/2/28,21000
S-1029482,C-1000315,N-1000443,2021/2/28,21000
S-1029483,C-1000206,N-1002100,2021/2/28,10000
S-1029484,C-1000220,N-1000269,2021/2/28,30000
S-1029485,C-1001086,N-1002714,2021/2/28,50000
S-1029486,C-1001280,N-1003396,2021/2/28,10000
S-1029487,C-1000182,N-1000878,2021/2/28,6000
S-1029488,C-1000805,N-1002620,2021/2/28,30000
S-1029489,C-1001212,N-1003128,2021/2/28,80000
S-1029490,C-1001086,N-1002713,2021/2/28,50000
S-1029491,C-1000248,N-1000322,2021/2/28,6000
S-1029492,C-1000177,N-1000853,2021/2/28,15000
S-1029493,C-1000464,N-1000816,2021/2/28,30000
S-1029494,C-1000834,N-1002712,2021/2/28,80000
S-1029495,C-1001205,N-1003117,2021/2/28,50000
S-1029496,C-1001086,N-1002711,2021/2/28,50000
S-1029497,C-1000532,N-1000900,2021/2/28,30000
S-1029556,C-1000479,N-1002707,2021/2/28,29000
S-1029557,C-1000419,N-1000631,2021/2/28,30000
S-1029558,C-1000163,N-1000293,2021/2/28,15000
S-1029559,C-1001293,N-1003392,2021/2/28,80000
S-1029560,C-1001202,N-1003115,2021/2/28,29000
S-1029561,C-1000791,N-1002701,2021/2/28,50000
S-1029562,C-1001154,N-1002962,2021/2/28,30000
S-1029563,C-1001074,N-1002700,2021/2/28,30000
S-1029564,C-1000457,N-1000682,2021/2/28,50000
S-1029565,C-1000840,N-1002961,2021/2/28,50000
S-1029566,C-1001070,N-1002699,2021/2/28,6000
S-1029567,C-1000431,N-1000657,2021/2/28,29000
S-1029568,C-1001280,N-1003389,2021/2/28,10000
S-1029569,C-1000326,N-1002038,2021/2/28,50000
S-1029570,C-1001293,N-1003391,2021/2/28,80000
S-1029571,C-1000220,N-1000271,2021/2/28,30000
S-1029572,C-1000866,N-1002958,2021/2/28,50000
S-1029573,C-1001154,N-1002960,2021/2/28,30000
S-1029574,C-1000431,N-1000658,2021/2/28,29000
S-1029575,C-1000163,N-1000292,2021/2/28,15000
S-1029576,C-1001293,N-1003390,2021/2/28,80000
S-1029577,C-1000301,N-1002703,2021/2/28,6000
S-1029578,C-1000532,N-1000897,2021/2/28,50000
S-1029579,C-1000326,N-1002037,2021/2/28,50000
S-1029638,C-1000532,N-1000898,2021/2/28,50000
S-1029639,C-1000655,N-1001338,2021/2/28,6000
S-1029640,C-1001155,N-1002964,2021/2/28,30000
S-1029641,C-1001292,N-1003394,2021/2/28,10000
S-1029642,C-1000791,N-1001568,2021/2/28,6000
S-1029643,C-1000163,N-1000294,2021/2/28,15000
S-1029644,C-1000655,N-1001339,2021/2/28,6000
S-1029645,C-1000285,N-1002706,2021/2/28,15000
S-1029646,C-1000326,N-1002035,2021/2/28,50000
S-1029647,C-1000688,N-1001269,2021/2/28,21000
S-1029648,C-1000515,N-1001364,2021/2/28,80000
S-1029649,C-1000434,N-1000659,2021/2/28,80000
S-1029650,C-1001293,N-1003388,2021/2/28,80000
S-1029651,C-1001074,N-1002705,2021/2/28,30000
S-1029652,C-1001155,N-1002963,2021/2/28,30000
S-1029653,C-1000326,N-1002036,2021/2/28,50000
S-1029654,C-1001070,N-1002704,2021/2/28,6000
S-1029655,C-1000430,N-1000655,2021/2/28,13000
S-1029765,C-1001195,N-1003131,2021/2/28,21000
S-1029766,C-1000688,N-1001268,2021/2/28,21000
S-1029767,C-1000532,N-1000899,2021/2/28,30000
S-1029768,C-1001293,N-1003393,2021/2/28,80000
S-1029769,C-1001056,N-1002618,2021/2/28,30000
S-1029770,C-1000419,N-1002959,2021/2/28,30000
S-1029771,C-1000206,N-1000815,2021/2/28,30000
S-1029772,C-1000730,N-1001414,2021/2/28,50000
S-1029773,C-1000221,N-1000813,2021/2/28,30000
S-1029774,C-1000315,N-1002507,2021/2/28,21000
S-1029775,C-1000206,N-1000814,2021/2/28,30000
S-1029776,C-1000727,N-1001408,2021/2/28,9000
S-1029777,C-1000361,N-1000777,2021/2/28,21000
S-1029778,C-1000728,N-1001413,2021/2/28,21000
S-1029837,C-1001286,N-1003407,2021/2/28,9000
S-1029838,C-1000315,N-1000441,2021/2/28,21000
S-1029839,C-1000891,N-1001964,2021/2/28,30000
S-1029840,C-1001205,N-1003118,2021/2/28,50000
S-1029841,C-1000891,N-1001963,2021/2/28,30000
S-1029842,C-1000730,N-1001415,2021/2/28,50000
S-1029843,C-1001285,N-1003399,2021/2/28,15000
S-1029844,C-1000728,N-1001412,2021/2/28,21000
S-1029845,C-1000867,N-1002508,2021/2/28,29000
S-1029846,C-1001204,N-1003124,2021/2/28,15000
S-1029847,C-1000697,N-1001302,2021/2/28,9000
S-1029848,C-1001299,N-1003403,2021/2/28,50000
S-1029849,C-1000221,N-1000808,2021/2/28,30000
S-1029850,C-1000467,N-1001507,2021/2/28,21000
S-1029851,C-1000303,N-1003402,2021/2/28,10000
S-1029852,C-1001202,N-1003119,2021/2/28,29000
S-1029853,C-1000697,N-1001303,2021/2/28,9000
S-1029854,C-1000467,N-1001506,2021/2/28,21000
S-1029855,C-1000515,N-1001365,2021/2/28,80000
S-1029856,C-1000697,N-1001301,2021/2/28,9000
S-1029857,C-1000754,N-1003401,2021/2/28,30000
S-1029858,C-1000392,N-1000812,2021/2/28,10000
S-1029859,C-1001195,N-1003126,2021/2/28,21000
S-1029860,C-1000754,N-1002104,2021/2/28,80000
S-1029927,C-1000515,N-1001366,2021/2/28,80000
S-1029928,C-1000610,N-1002617,2021/2/28,13000
S-1029929,C-1001195,N-1003127,2021/2/28,21000
S-1029930,C-1001286,N-1003408,2021/2/28,9000
S-1029931,C-1000102,N-1000121,2021/2/28,50000
S-1029932,C-1000089,N-1002616,2021/2/28,15000
S-1029933,C-1000515,N-1003397,2021/2/28,80000
S-1029934,C-1000754,N-1002105,2021/2/28,80000
S-1029935,C-1001219,N-1003125,2021/2/28,30000
S-1029936,C-1000315,N-1000442,2021/2/28,21000
S-1029937,C-1000408,N-1000585,2021/2/28,21000
S-1029938,C-1001219,N-1003122,2021/2/28,30000
S-1029939,C-1000392,N-1000811,2021/2/28,10000
S-1029940,C-1000392,N-1000809,2021/2/28,10000
S-1029941,C-1001288,N-1003405,2021/2/28,13000
S-1029942,C-1000867,N-1003121,2021/2/28,29000
S-1029943,C-1000533,N-1002615,2021/2/28,15000
S-1029944,C-1000314,N-1002614,2021/2/28,30000
S-1029945,C-1001285,N-1003398,2021/2/28,15000
S-1029946,C-1000727,N-1001407,2021/2/28,9000
S-1029947,C-1001288,N-1003406,2021/2/28,13000
S-1029948,C-1000868,N-1002613,2021/2/28,15000
S-1029949,C-1001219,N-1003123,2021/2/28,30000
S-1029950,C-1001299,N-1003404,2021/2/28,50000
S-1030017,C-1000680,N-1003400,2021/2/28,80000
S-1030018,C-1000727,N-1001406,2021/2/28,9000
S-1030019,C-1000727,N-1001410,2021/2/28,9000
S-1030020,C-1000013,N-1001686,2021/3/1,50000
S-1030021,C-1001223,N-1003134,2021/3/1,30000
S-1030022,C-1000527,N-1002512,2021/3/1,9000
S-1030023,C-1001259,N-1003213,2021/3/1,13000
S-1030024,C-1001037,N-1003466,2021/3/1,6000
S-1030025,C-1000072,N-1000074,2021/3/1,10000
S-1030026,C-1000656,N-1001450,2021/3/1,15000
S-1030027,C-1000770,N-1002509,2021/3/1,13000
S-1030028,C-1000656,N-1001449,2021/3/1,15000
S-1030029,C-1000782,N-1001891,2021/3/1,15000
S-1030030,C-1000458,N-1000683,2021/3/1,50000
S-1030031,C-1001223,N-1003133,2021/3/1,30000
S-1030032,C-1000951,N-1002183,2021/3/1,30000
S-1030033,C-1000458,N-1000684,2021/3/1,50000
S-1030034,C-1000905,N-1002040,2021/3/1,10000
S-1030035,C-1000734,N-1001687,2021/3/1,29000
S-1030146,C-1001259,N-1003210,2021/3/1,13000
S-1030147,C-1000222,N-1000272,2021/3/1,9000
S-1030148,C-1000782,N-1001892,2021/3/1,15000
S-1030149,C-1000223,N-1000278,2021/3/1,15000
S-1030150,C-1001259,N-1003211,2021/3/1,13000
S-1030151,C-1000734,N-1001681,2021/3/1,29000
S-1030152,C-1000577,N-1001304,2021/3/1,30000
S-1030153,C-1000222,N-1000274,2021/3/1,50000
S-1030154,C-1000821,N-1001680,2021/3/1,50000
S-1030155,C-1000342,N-1001305,2021/3/1,9000
S-1030156,C-1000821,N-1001679,2021/3/1,50000
S-1030157,C-1000527,N-1001510,2021/3/1,9000
S-1030216,C-1000523,N-1002107,2021/3/1,21000
S-1030217,C-1000342,N-1001306,2021/3/1,9000
S-1030218,C-1000222,N-1000276,2021/3/1,50000
S-1030219,C-1000523,N-1002106,2021/3/1,21000
S-1030220,C-1000577,N-1001308,2021/3/1,30000
S-1030221,C-1000251,N-1000325,2021/3/1,9000
S-1030222,C-1000251,N-1000324,2021/3/1,9000
S-1030223,C-1000222,N-1000275,2021/3/1,50000
S-1030224,C-1000734,N-1001682,2021/3/1,29000
S-1030225,C-1000577,N-1001166,2021/3/1,80000
S-1030226,C-1000222,N-1000273,2021/3/1,6000
S-1030227,C-1000771,N-1001508,2021/3/1,80000
S-1030228,C-1000202,N-1003465,2021/3/1,80000
S-1030229,C-1000202,N-1001170,2021/3/1,80000
S-1030230,C-1000748,N-1002791,2021/3/1,9000
S-1030289,C-1000782,N-1001893,2021/3/1,50000
S-1030290,C-1000782,N-1001889,2021/3/1,50000
S-1030291,C-1000501,N-1001684,2021/3/1,80000
S-1030292,C-1000202,N-1001169,2021/3/1,80000
S-1030293,C-1000390,N-1003050,2021/3/1,29000
S-1030294,C-1000013,N-1001685,2021/3/1,50000
S-1030295,C-1000577,N-1001168,2021/3/1,80000
S-1030296,C-1000409,N-1002790,2021/3/1,50000
S-1030297,C-1000501,N-1001683,2021/3/1,80000
S-1030298,C-1001223,N-1003135,2021/3/1,30000
S-1030299,C-1000770,N-1001754,2021/3/1,13000
S-1030300,C-1000202,N-1001167,2021/3/1,80000
S-1030301,C-1000495,N-1001753,2021/3/1,13000
S-1030302,C-1000524,N-1002109,2021/3/1,80000
S-1030303,C-1000495,N-1001752,2021/3/1,13000
S-1030304,C-1000770,N-1001755,2021/3/1,13000
S-1030305,C-1000577,N-1001307,2021/3/1,30000
S-1030306,C-1000905,N-1002041,2021/3/1,10000
S-1030307,C-1000222,N-1002511,2021/3/1,50000
S-1030308,C-1000892,N-1001965,2021/3/1,29000
S-1030309,C-1001278,N-1003304,2021/3/1,9000
S-1030310,C-1000409,N-1000587,2021/3/1,50000
S-1030311,C-1000782,N-1001890,2021/3/1,50000
S-1030312,C-1001278,N-1003299,2021/3/1,9000
S-1030373,C-1000266,N-1000818,2021/3/1,80000
S-1030374,C-1000481,N-1000904,2021/3/1,80000
S-1030375,C-1000266,N-1000819,2021/3/1,80000
S-1030376,C-1000599,N-1001041,2021/3/1,10000
S-1030377,C-1001093,N-1002624,2021/3/1,30000
S-1030378,C-1001274,N-1003305,2021/3/1,50000
S-1030379,C-1000390,N-1001944,2021/3/1,29000
S-1030380,C-1000547,N-1000943,2021/3/1,30000
S-1030381,C-1001095,N-1002625,2021/3/1,30000
S-1030382,C-1000390,N-1001943,2021/3/1,29000
S-1030383,C-1000284,N-1001569,2021/3/1,30000
S-1030384,C-1000599,N-1001044,2021/3/1,10000
S-1030385,C-1001093,N-1002623,2021/3/1,30000
S-1030386,C-1000547,N-1000944,2021/3/1,30000
S-1030387,C-1000748,N-1002263,2021/3/1,9000
S-1030388,C-1001037,N-1002415,2021/3/1,6000
S-1030389,C-1000284,N-1001572,2021/3/1,30000
S-1030390,C-1000481,N-1000903,2021/3/1,80000
S-1030391,C-1000346,N-1001941,2021/3/1,13000
S-1030392,C-1001037,N-1002414,2021/3/1,6000
S-1030393,C-1000892,N-1001966,2021/3/1,29000
S-1030394,C-1000792,N-1001571,2021/3/1,9000
S-1030395,C-1001093,N-1002621,2021/3/1,30000
S-1030396,C-1001275,N-1003303,2021/3/1,50000
S-1030469,C-1001095,N-1002622,2021/3/1,30000
S-1030470,C-1000284,N-1001573,2021/3/1,30000
S-1030471,C-1001198,N-1003055,2021/3/1,50000
S-1030472,C-1000072,N-1000075,2021/3/1,10000
S-1030473,C-1001196,N-1003053,2021/3/1,21000
S-1030474,C-1000792,N-1002626,2021/3/1,9000
S-1030475,C-1000506,N-1001967,2021/3/1,80000
S-1030476,C-1000748,N-1002264,2021/3/1,9000
S-1030477,C-1000951,N-1003132,2021/3/1,30000
S-1030478,C-1001198,N-1003051,2021/3/1,50000
S-1030479,C-1000532,N-1001040,2021/3/1,15000
S-1030480,C-1000951,N-1002182,2021/3/1,30000
S-1030481,C-1000656,N-1001416,2021/3/1,30000
S-1030482,C-1000409,N-1000586,2021/3/1,50000
S-1030483,C-1001283,N-1003300,2021/3/1,29000
S-1030484,C-1000506,N-1001968,2021/3/1,80000
S-1030485,C-1001196,N-1003054,2021/3/1,21000
S-1030486,C-1000222,N-1000588,2021/3/1,50000
S-1030487,C-1001337,N-1003501,2021/3/1,9000
S-1030488,C-1000656,N-1001417,2021/3/1,30000
S-1030489,C-1000222,N-1003302,2021/3/1,6000
S-1030490,C-1001337,N-1003502,2021/3/1,9000
S-1030491,C-1000222,N-1002716,2021/3/1,6000
S-1030492,C-1001283,N-1003301,2021/3/1,29000
S-1030565,C-1000905,N-1002042,2021/3/1,10000
S-1030566,C-1001196,N-1003052,2021/3/1,21000
S-1030567,C-1001274,N-1003306,2021/3/1,50000
S-1030568,C-1000019,N-1000106,2021/3/2,21000
S-1030569,C-1000893,N-1001969,2021/3/2,50000
S-1030570,C-1001326,N-1003468,2021/3/2,21000
S-1030571,C-1000893,N-1001971,2021/3/2,50000
S-1030572,C-1000519,N-1002967,2021/3/2,80000
S-1030573,C-1000781,N-1002265,2021/3/2,50000
S-1030574,C-1000498,N-1001368,2021/3/2,10000
S-1030575,C-1000022,N-1000468,2021/3/2,80000
S-1030576,C-1000435,N-1000663,2021/3/2,9000
S-1030577,C-1000931,N-1002111,2021/3/2,50000
S-1030578,C-1000316,N-1000445,2021/3/2,30000
S-1030579,C-1000498,N-1002416,2021/3/2,10000
S-1030580,C-1000435,N-1000664,2021/3/2,9000
S-1030581,C-1000570,N-1001315,2021/3/2,30000
S-1030582,C-1000698,N-1001314,2021/3/2,80000
S-1030583,C-1000519,N-1000856,2021/3/2,80000
S-1030584,C-1000698,N-1001313,2021/3/2,30000
S-1030585,C-1000519,N-1000855,2021/3/2,80000
S-1030586,C-1000698,N-1001312,2021/3/2,80000
S-1030645,C-1000369,N-1001575,2021/3/2,21000
S-1030646,C-1000893,N-1001970,2021/3/2,50000
S-1030647,C-1000570,N-1001316,2021/3/2,30000
S-1030648,C-1000316,N-1000444,2021/3/2,30000
S-1030649,C-1000369,N-1001574,2021/3/2,21000
S-1030650,C-1000519,N-1000854,2021/3/2,80000
S-1030651,C-1000698,N-1001311,2021/3/2,30000
S-1030652,C-1000902,N-1002268,2021/3/2,80000
S-1030653,C-1000519,N-1000857,2021/3/2,80000
S-1030654,C-1000698,N-1001309,2021/3/2,80000
S-1030655,C-1000902,N-1002267,2021/3/2,80000
S-1030656,C-1000498,N-1001367,2021/3/2,10000
S-1030657,C-1000114,N-1000130,2021/3/2,13000
S-1030658,C-1000548,N-1000945,2021/3/2,50000
S-1030659,C-1000459,N-1000688,2021/3/2,80000
S-1030660,C-1000277,N-1001173,2021/3/2,9000
S-1030661,C-1001237,N-1003137,2021/3/2,13000
S-1030662,C-1001326,N-1003467,2021/3/2,21000
S-1030663,C-1000065,N-1000416,2021/3/2,21000
S-1030664,C-1001141,N-1002792,2021/3/2,10000
S-1030665,C-1000251,N-1000687,2021/3/2,50000
S-1030666,C-1000889,N-1001946,2021/3/2,13000
S-1030667,C-1000953,N-1002185,2021/3/2,50000
S-1030726,C-1001247,N-1003215,2021/3/2,80000
S-1030727,C-1000663,N-1001214,2021/3/2,9000
S-1030728,C-1000021,N-1001215,2021/3/2,13000
S-1030729,C-1001122,N-1002796,2021/3/2,80000
S-1030730,C-1000277,N-1001174,2021/3/2,9000
S-1030731,C-1000021,N-1001216,2021/3/2,13000
S-1030732,C-1000022,N-1002793,2021/3/2,80000
S-1030733,C-1001163,N-1002890,2021/3/2,30000
S-1030734,C-1000664,N-1001217,2021/3/2,29000
S-1030735,C-1001247,N-1003307,2021/3/2,80000
S-1030736,C-1000548,N-1003216,2021/3/2,50000
S-1030737,C-1001163,N-1002891,2021/3/2,30000
S-1030738,C-1001122,N-1002795,2021/3/2,80000
S-1030739,C-1000953,N-1002184,2021/3/2,50000
S-1030740,C-1001141,N-1002794,2021/3/2,10000
S-1030741,C-1000251,N-1000685,2021/3/2,50000
S-1030742,C-1000351,N-1001175,2021/3/2,30000
S-1030743,C-1000889,N-1001945,2021/3/2,13000
S-1030744,C-1000772,N-1001512,2021/3/2,30000
S-1030745,C-1000022,N-1000467,2021/3/2,80000
S-1030746,C-1000114,N-1000129,2021/3/2,13000
S-1030747,C-1000110,N-1001757,2021/3/2,80000
S-1030748,C-1001247,N-1003214,2021/3/2,80000
S-1030749,C-1000781,N-1002266,2021/3/2,50000
S-1030856,C-1000110,N-1001758,2021/3/2,80000
S-1030857,C-1000110,N-1001756,2021/3/2,80000
S-1030858,C-1000065,N-1000417,2021/3/2,21000
S-1030859,C-1000664,N-1001212,2021/3/2,29000
S-1030860,C-1000548,N-1000946,2021/3/2,50000
S-1030861,C-1000931,N-1002110,2021/3/2,50000
S-1030862,C-1000663,N-1001213,2021/3/2,9000
S-1030921,C-1001237,N-1003136,2021/3/2,13000
S-1030922,C-1000718,N-1001845,2021/3/2,21000
S-1030923,C-1000718,N-1001846,2021/3/2,21000
S-1030924,C-1000614,N-1001171,2021/3/2,15000
S-1030983,C-1000019,N-1000107,2021/3/2,21000
S-1030984,C-1000252,N-1000327,2021/3/3,30000
S-1030985,C-1000367,N-1001369,2021/3/3,21000
S-1030986,C-1001133,N-1002798,2021/3/3,21000
S-1030987,C-1001058,N-1002515,2021/3/3,13000
S-1030988,C-1000758,N-1003409,2021/3/3,30000
S-1030989,C-1000531,N-1001374,2021/3/3,50000
S-1030990,C-1000268,N-1001370,2021/3/3,29000
S-1030991,C-1000823,N-1001689,2021/3/3,15000
S-1030992,C-1001061,N-1002513,2021/3/3,30000
S-1030993,C-1000234,N-1000298,2021/3/3,80000
S-1030994,C-1000367,N-1001372,2021/3/3,21000
S-1030995,C-1000268,N-1001371,2021/3/3,29000
S-1031054,C-1000552,N-1002799,2021/3/3,80000
S-1031055,C-1000823,N-1001690,2021/3/3,15000
S-1031056,C-1000531,N-1001373,2021/3/3,50000
S-1031057,C-1001058,N-1002514,2021/3/3,13000
S-1031058,C-1001133,N-1002797,2021/3/3,21000
S-1031059,C-1000095,N-1002631,2021/3/3,10000
S-1031060,C-1000669,N-1002516,2021/3/3,15000
S-1031061,C-1000328,N-1000535,2021/3/3,30000
S-1031062,C-1000070,N-1000123,2021/3/3,30000
S-1031063,C-1000749,N-1001453,2021/3/3,13000
S-1031064,C-1000818,N-1001761,2021/3/3,21000
S-1031065,C-1000706,N-1001341,2021/3/3,15000
S-1031066,C-1000749,N-1001452,2021/3/3,13000
S-1031067,C-1000906,N-1002047,2021/3/3,30000
S-1031068,C-1000328,N-1000534,2021/3/3,30000
S-1031069,C-1000906,N-1002046,2021/3/3,30000
S-1031128,C-1000749,N-1001451,2021/3/3,13000
S-1031129,C-1001090,N-1002627,2021/3/3,13000
S-1031130,C-1000906,N-1002045,2021/3/3,30000
S-1031131,C-1000641,N-1003503,2021/3/3,15000
S-1031132,C-1001090,N-1002628,2021/3/3,13000
S-1031133,C-1000258,N-1001342,2021/3/3,50000
S-1031134,C-1000906,N-1002044,2021/3/3,30000
S-1031135,C-1000258,N-1001343,2021/3/3,50000
S-1031136,C-1001090,N-1002629,2021/3/3,13000
S-1031137,C-1000200,N-1002893,2021/3/3,21000
S-1031138,C-1000906,N-1002043,2021/3/3,30000
S-1031139,C-1000668,N-1003309,2021/3/3,6000
S-1031140,C-1000749,N-1002630,2021/3/3,13000
S-1031199,C-1001165,N-1002892,2021/3/3,10000
S-1031200,C-1001090,N-1002632,2021/3/3,13000
S-1031201,C-1000095,N-1003308,2021/3/3,10000
S-1031202,C-1000818,N-1001760,2021/3/3,21000
S-1031203,C-1000499,N-1003469,2021/3/3,6000
S-1031204,C-1001329,N-1003504,2021/3/3,50000
S-1031205,C-1001169,N-1002894,2021/3/3,30000
S-1031206,C-1000252,N-1000326,2021/3/3,30000
S-1031207,C-1000731,N-1001418,2021/3/3,80000
S-1031208,C-1000594,N-1002517,2021/3/3,13000
S-1031209,C-1000668,N-1001220,2021/3/3,50000
S-1031210,C-1001053,N-1002518,2021/3/3,50000
S-1031211,C-1000234,N-1000297,2021/3/3,80000
S-1031212,C-1001053,N-1002519,2021/3/3,50000
S-1031213,C-1001068,N-1002520,2021/3/3,6000
S-1031214,C-1000594,N-1002269,2021/3/3,13000
S-1031215,C-1001068,N-1002521,2021/3/3,6000
S-1031216,C-1001061,N-1002522,2021/3/3,30000
S-1031217,C-1000594,N-1002270,2021/3/3,13000
S-1031218,C-1000693,N-1002271,2021/3/3,6000
S-1031219,C-1000234,N-1000296,2021/3/3,50000
S-1031220,C-1000252,N-1003138,2021/3/3,30000
S-1031221,C-1000070,N-1000122,2021/3/3,30000
S-1031222,C-1001169,N-1002897,2021/3/3,30000
S-1031281,C-1000698,N-1002273,2021/3/3,30000
S-1031282,C-1001329,N-1003505,2021/3/3,50000
S-1031283,C-1000234,N-1000295,2021/3/3,50000
S-1031284,C-1000698,N-1002274,2021/3/3,30000
S-1031285,C-1001165,N-1002896,2021/3/3,10000
S-1031286,C-1000749,N-1002895,2021/3/3,13000
S-1031287,C-1000328,N-1000536,2021/3/3,30000
S-1031288,C-1001180,N-1003057,2021/3/3,30000
