îÑè„ID,å⁄ãqID,å_ñÒID,îÑè„ì˙,îÑè„
S-1128834,C-1001449,N-1004011,2022/1/20,15000
S-1128835,C-1000272,N-1001922,2022/1/20,50000
S-1128836,C-1000884,N-1003370,2022/1/20,29000
S-1128837,C-1001025,N-1002477,2022/1/20,13000
S-1128838,C-1001025,N-1003185,2022/1/20,6000
S-1128839,C-1001424,N-1003909,2022/1/20,80000
S-1128840,C-1000741,N-1001437,2022/1/20,21000
S-1128841,C-1000741,N-1001436,2022/1/20,21000
S-1128842,C-1000028,N-1000028,2022/1/20,9000
S-1128843,C-1000634,N-1003908,2022/1/20,13000
S-1128844,C-1000684,N-1003489,2022/1/20,15000
S-1128845,C-1001284,N-1003369,2022/1/20,15000
S-1128859,C-1000634,N-1001153,2022/1/20,13000
S-1128860,C-1001284,N-1003366,2022/1/20,15000
S-1128861,C-1000321,N-1001868,2022/1/20,6000
S-1128862,C-1001004,N-1002377,2022/1/20,30000
S-1128863,C-1001284,N-1003368,2022/1/20,15000
S-1128864,C-1000272,N-1001921,2022/1/20,50000
S-1128865,C-1000733,N-1001724,2022/1/20,10000
S-1128866,C-1000028,N-1003372,2022/1/20,9000
S-1128867,C-1001241,N-1003190,2022/1/20,15000
S-1128868,C-1000380,N-1000546,2022/1/20,9000
S-1128869,C-1000255,N-1000544,2022/1/20,21000
S-1128870,C-1000067,N-1000186,2022/1/20,15000
S-1128871,C-1000217,N-1000264,2022/1/20,15000
S-1128872,C-1000733,N-1001727,2022/1/20,10000
S-1128873,C-1000996,N-1002373,2022/1/20,30000
S-1128874,C-1000272,N-1001926,2022/1/20,50000
S-1128875,C-1000145,N-1000931,2022/1/20,13000
S-1128876,C-1000066,N-1000072,2022/1/20,13000
S-1128877,C-1001284,N-1003367,2022/1/20,15000
S-1128878,C-1000217,N-1000263,2022/1/20,15000
S-1128879,C-1000030,N-1000030,2022/1/20,30000
S-1128880,C-1001264,N-1003268,2022/1/20,15000
S-1128881,C-1000066,N-1003270,2022/1/20,13000
S-1128895,C-1000296,N-1002479,2022/1/20,30000
S-1128896,C-1000926,N-1002086,2022/1/20,30000
S-1128897,C-1001398,N-1003753,2022/1/20,13000
S-1128898,C-1000480,N-1001919,2022/1/20,50000
S-1128899,C-1001054,N-1002582,2022/1/20,9000
S-1128900,C-1000634,N-1001154,2022/1/20,13000
S-1128901,C-1000380,N-1000545,2022/1/20,50000
S-1128902,C-1001404,N-1003812,2022/1/20,30000
S-1128903,C-1000959,N-1002305,2022/1/20,21000
S-1128904,C-1001054,N-1002581,2022/1/20,9000
S-1128905,C-1000884,N-1001917,2022/1/20,29000
S-1128906,C-1000296,N-1003030,2022/1/20,30000
S-1128907,C-1000684,N-1001253,2022/1/20,15000
S-1128908,C-1000959,N-1002306,2022/1/20,21000
S-1128909,C-1000028,N-1000029,2022/1/20,9000
S-1128910,C-1001449,N-1004008,2022/1/20,15000
S-1128911,C-1000255,N-1000543,2022/1/20,21000
S-1128912,C-1001067,N-1002584,2022/1/20,29000
S-1128913,C-1001057,N-1002588,2022/1/20,9000
S-1128914,C-1000272,N-1001924,2022/1/20,50000
S-1128915,C-1001284,N-1003364,2022/1/20,15000
S-1128916,C-1000733,N-1003752,2022/1/20,10000
S-1128917,C-1001404,N-1003811,2022/1/20,30000
S-1128918,C-1000884,N-1003864,2022/1/20,29000
S-1128936,C-1000684,N-1001250,2022/1/20,15000
S-1128937,C-1001424,N-1003904,2022/1/20,80000
S-1128938,C-1000926,N-1002085,2022/1/20,30000
S-1128939,C-1000310,N-1000877,2022/1/20,15000
S-1128940,C-1001445,N-1004006,2022/1/20,15000
S-1128941,C-1001057,N-1002585,2022/1/20,9000
S-1128942,C-1000684,N-1001251,2022/1/20,50000
S-1128943,C-1001057,N-1002586,2022/1/20,9000
S-1128944,C-1000925,N-1002084,2022/1/20,80000
S-1128945,C-1000272,N-1001923,2022/1/20,50000
S-1128946,C-1001398,N-1003754,2022/1/20,13000
S-1128947,C-1001129,N-1002862,2022/1/20,80000
S-1128948,C-1001067,N-1002583,2022/1/20,29000
S-1128949,C-1001424,N-1003905,2022/1/20,80000
S-1128950,C-1000959,N-1002304,2022/1/20,21000
S-1128951,C-1001445,N-1004007,2022/1/20,15000
S-1128952,C-1000733,N-1001726,2022/1/20,10000
S-1128953,C-1001424,N-1003903,2022/1/20,80000
S-1128967,C-1000272,N-1001925,2022/1/20,50000
S-1128968,C-1000244,N-1000620,2022/1/20,9000
S-1128969,C-1000244,N-1000621,2022/1/20,9000
S-1128970,C-1000517,N-1000836,2022/1/20,6000
S-1128971,C-1001424,N-1003907,2022/1/20,80000
S-1128972,C-1001404,N-1003813,2022/1/20,30000
S-1128973,C-1000634,N-1001152,2022/1/20,13000
S-1128974,C-1001177,N-1003028,2022/1/20,13000
S-1128975,C-1000028,N-1002752,2022/1/20,9000
S-1128989,C-1000517,N-1000838,2022/1/20,6000
S-1128990,C-1000517,N-1002685,2022/1/20,6000
S-1128991,C-1001445,N-1004010,2022/1/20,15000
S-1128992,C-1000272,N-1001920,2022/1/20,50000
S-1128993,C-1001404,N-1003863,2022/1/20,30000
S-1128994,C-1000310,N-1000876,2022/1/20,15000
S-1128995,C-1000741,N-1001435,2022/1/20,21000
S-1128996,C-1000380,N-1000547,2022/1/20,9000
S-1128997,C-1001398,N-1003751,2022/1/20,13000
S-1128998,C-1000217,N-1003029,2022/1/20,15000
S-1128999,C-1000066,N-1002686,2022/1/20,13000
S-1129000,C-1001383,N-1003701,2022/1/20,15000
S-1129001,C-1000733,N-1001725,2022/1/20,10000
S-1129002,C-1000066,N-1000073,2022/1/20,13000
S-1129016,C-1000310,N-1003450,2022/1/20,15000
S-1129017,C-1000517,N-1000840,2022/1/20,6000
S-1129018,C-1001424,N-1003906,2022/1/20,80000
S-1129019,C-1001054,N-1002580,2022/1/20,9000
S-1129020,C-1001255,N-1003271,2022/1/20,21000
S-1129021,C-1001129,N-1002863,2022/1/20,80000
S-1129022,C-1000380,N-1000549,2022/1/20,50000
S-1129023,C-1001284,N-1003365,2022/1/20,15000
S-1129024,C-1001445,N-1004009,2022/1/20,15000
S-1129025,C-1000296,N-1000406,2022/1/20,30000
S-1129026,C-1000067,N-1000187,2022/1/20,15000
S-1129027,C-1000480,N-1001918,2022/1/20,50000
S-1129028,C-1001364,N-1003666,2022/1/21,10000
S-1129029,C-1001106,N-1002755,2022/1/21,29000
S-1129030,C-1001106,N-1002756,2022/1/21,29000
S-1129031,C-1001364,N-1003665,2022/1/21,10000
S-1129032,C-1000694,N-1001292,2022/1/21,30000
S-1129033,C-1000228,N-1000291,2022/1/21,50000
S-1129034,C-1000873,N-1001869,2022/1/21,50000
S-1129035,C-1000694,N-1002754,2022/1/21,30000
S-1129036,C-1000133,N-1000153,2022/1/21,30000
S-1129037,C-1000694,N-1001293,2022/1/21,30000
S-1129038,C-1000345,N-1000623,2022/1/21,80000
S-1129039,C-1000278,N-1000361,2022/1/21,15000
S-1129055,C-1001203,N-1003095,2022/1/21,30000
S-1129056,C-1000026,N-1002864,2022/1/21,9000
S-1129057,C-1000265,N-1001523,2022/1/21,29000
S-1129058,C-1000474,N-1003192,2022/1/21,50000
S-1129059,C-1000472,N-1000718,2022/1/21,13000
S-1129060,C-1001376,N-1003661,2022/1/21,21000
S-1129061,C-1000482,N-1002687,2022/1/21,50000
S-1129062,C-1000166,N-1002378,2022/1/21,9000
S-1129063,C-1000449,N-1000678,2022/1/21,15000
S-1129064,C-1000743,N-1001442,2022/1/21,50000
S-1129065,C-1001030,N-1002484,2022/1/21,30000
S-1129066,C-1000278,N-1000363,2022/1/21,15000
S-1129067,C-1001203,N-1003094,2022/1/21,30000
S-1129068,C-1001030,N-1002482,2022/1/21,30000
S-1129069,C-1000141,N-1001438,2022/1/21,15000
S-1129070,C-1000166,N-1003097,2022/1/21,9000
S-1129071,C-1000265,N-1001522,2022/1/21,29000
S-1129072,C-1000278,N-1000362,2022/1/21,80000
S-1129073,C-1000603,N-1001071,2022/1/21,15000
S-1129074,C-1000033,N-1002936,2022/1/21,29000
S-1129075,C-1001374,N-1003662,2022/1/21,21000
S-1129076,C-1000473,N-1000728,2022/1/21,30000
S-1129077,C-1000873,N-1001870,2022/1/21,50000
S-1129078,C-1000873,N-1003273,2022/1/21,50000
S-1129099,C-1000345,N-1000622,2022/1/21,80000
S-1129100,C-1000473,N-1000727,2022/1/21,30000
S-1129101,C-1000278,N-1000360,2022/1/21,80000
S-1129102,C-1001065,N-1002589,2022/1/21,15000
S-1129103,C-1000033,N-1002937,2022/1/21,9000
S-1129104,C-1001376,N-1003663,2022/1/21,21000
S-1129105,C-1000033,N-1003096,2022/1/21,9000
S-1129106,C-1000011,N-1000012,2022/1/21,15000
S-1129107,C-1000449,N-1000677,2022/1/21,15000
S-1129108,C-1000473,N-1000729,2022/1/21,30000
S-1129109,C-1001065,N-1002590,2022/1/21,15000
S-1129110,C-1000026,N-1003451,2022/1/21,9000
S-1129111,C-1000473,N-1000722,2022/1/21,30000
S-1129112,C-1001461,N-1004015,2022/1/21,13000
S-1129113,C-1001378,N-1003703,2022/1/21,13000
S-1129114,C-1001380,N-1003702,2022/1/21,15000
S-1129115,C-1000675,N-1002011,2022/1/21,50000
S-1129116,C-1000482,N-1001566,2022/1/21,50000
S-1129117,C-1000166,N-1000579,2022/1/21,9000
S-1129118,C-1000091,N-1000140,2022/1/21,30000
S-1129119,C-1000033,N-1002012,2022/1/21,9000
S-1129120,C-1000453,N-1001565,2022/1/21,80000
S-1129121,C-1000245,N-1000482,2022/1/21,50000
S-1129122,C-1000332,N-1001198,2022/1/21,30000
S-1129143,C-1000033,N-1002013,2022/1/21,9000
S-1129144,C-1000472,N-1000724,2022/1/21,13000
S-1129145,C-1000201,N-1001604,2022/1/21,50000
S-1129146,C-1000166,N-1000578,2022/1/21,9000
S-1129147,C-1001290,N-1003375,2022/1/21,9000
S-1129148,C-1000026,N-1001655,2022/1/21,9000
S-1129149,C-1000449,N-1003373,2022/1/21,15000
S-1129150,C-1000604,N-1002223,2022/1/21,29000
S-1129151,C-1000319,N-1001929,2022/1/21,6000
S-1129152,C-1000604,N-1002224,2022/1/21,29000
S-1129153,C-1001461,N-1004013,2022/1/21,13000
S-1129154,C-1000319,N-1001927,2022/1/21,6000
S-1129155,C-1000319,N-1001933,2022/1/21,6000
S-1129156,C-1000472,N-1000723,2022/1/21,13000
S-1129157,C-1001380,N-1003704,2022/1/21,15000
S-1129158,C-1000675,N-1002015,2022/1/21,50000
S-1129172,C-1000482,N-1001564,2022/1/21,50000
S-1129173,C-1000943,N-1002149,2022/1/21,50000
S-1129174,C-1000636,N-1001155,2022/1/21,21000
S-1129175,C-1000790,N-1001562,2022/1/21,50000
S-1129176,C-1000332,N-1001199,2022/1/21,30000
S-1129177,C-1000943,N-1003755,2022/1/21,50000
S-1129178,C-1001429,N-1003947,2022/1/21,29000
S-1129179,C-1001378,N-1003705,2022/1/21,13000
S-1129180,C-1000033,N-1002014,2022/1/21,9000
S-1129181,C-1000245,N-1000481,2022/1/21,50000
S-1129182,C-1000636,N-1001156,2022/1/21,21000
S-1129183,C-1001356,N-1003614,2022/1/21,13000
S-1129184,C-1000319,N-1001932,2022/1/21,6000
S-1129198,C-1000201,N-1001603,2022/1/21,50000
S-1129199,C-1000269,N-1002147,2022/1/21,30000
S-1129200,C-1001429,N-1003948,2022/1/21,29000
S-1129201,C-1000473,N-1004012,2022/1/21,30000
S-1129202,C-1000319,N-1001928,2022/1/21,6000
S-1129203,C-1000813,N-1001960,2022/1/21,15000
S-1129204,C-1000473,N-1000726,2022/1/21,30000
S-1129205,C-1000943,N-1002148,2022/1/21,50000
S-1129206,C-1000319,N-1001930,2022/1/21,6000
S-1129207,C-1000011,N-1000011,2022/1/21,15000
S-1129208,C-1000472,N-1000725,2022/1/21,13000
S-1129209,C-1001461,N-1004014,2022/1/21,13000
S-1129210,C-1001290,N-1003376,2022/1/21,9000
S-1129211,C-1000555,N-1002020,2022/1/22,30000
S-1129225,C-1001097,N-1003814,2022/1/22,80000
S-1129226,C-1001335,N-1003518,2022/1/22,50000
S-1129227,C-1000555,N-1002016,2022/1/22,30000
S-1129228,C-1000496,N-1000773,2022/1/22,15000
S-1129229,C-1000581,N-1000989,2022/1/22,50000
S-1129230,C-1000073,N-1003911,2022/1/22,15000
S-1129231,C-1000837,N-1001731,2022/1/22,15000
S-1129232,C-1001422,N-1003912,2022/1/22,50000
S-1129233,C-1000496,N-1000774,2022/1/22,15000
S-1129247,C-1001451,N-1004017,2022/1/22,30000
S-1129248,C-1000555,N-1002758,2022/1/22,30000
S-1129249,C-1000486,N-1001608,2022/1/22,29000
S-1129250,C-1000837,N-1001728,2022/1/22,15000
S-1129251,C-1000555,N-1002026,2022/1/22,30000
S-1129252,C-1001097,N-1002759,2022/1/22,80000
S-1129253,C-1000815,N-1001661,2022/1/22,50000
S-1129254,C-1000903,N-1002019,2022/1/22,30000
S-1129255,C-1000659,N-1001490,2022/1/22,30000
S-1129256,C-1000659,N-1001489,2022/1/22,30000
S-1129257,C-1000328,N-1002760,2022/1/22,9000
S-1129258,C-1000469,N-1000798,2022/1/22,21000
S-1129259,C-1001422,N-1003910,2022/1/22,50000
S-1129260,C-1000362,N-1000520,2022/1/22,9000
S-1129261,C-1000073,N-1001357,2022/1/22,15000
S-1129262,C-1000555,N-1002022,2022/1/22,30000
S-1129263,C-1000073,N-1001356,2022/1/22,15000
S-1129264,C-1001217,N-1003099,2022/1/22,13000
S-1129265,C-1000486,N-1001607,2022/1/22,29000
S-1129266,C-1000345,N-1000485,2022/1/22,50000
S-1129267,C-1000903,N-1002018,2022/1/22,30000
S-1129268,C-1000051,N-1001491,2022/1/22,80000
S-1129269,C-1000816,N-1001663,2022/1/22,15000
S-1129270,C-1000345,N-1000486,2022/1/22,15000
S-1129285,C-1001335,N-1003519,2022/1/22,50000
S-1129286,C-1000051,N-1001492,2022/1/22,80000
S-1129287,C-1000555,N-1002021,2022/1/22,30000
S-1129288,C-1001335,N-1003520,2022/1/22,50000
S-1129289,C-1000218,N-1000265,2022/1/22,10000
S-1129290,C-1000555,N-1002023,2022/1/22,30000
S-1129291,C-1000555,N-1002017,2022/1/22,30000
S-1129292,C-1000816,N-1001662,2022/1/22,15000
S-1129293,C-1000486,N-1001606,2022/1/22,29000
S-1129294,C-1000469,N-1000797,2022/1/22,21000
S-1129295,C-1000361,N-1000523,2022/1/22,29000
S-1129296,C-1000361,N-1000519,2022/1/22,29000
S-1129297,C-1000555,N-1002024,2022/1/22,30000
S-1129298,C-1000837,N-1001735,2022/1/22,15000
S-1129299,C-1001385,N-1003706,2022/1/22,50000
S-1129300,C-1001345,N-1003566,2022/1/22,30000
S-1129301,C-1000362,N-1000524,2022/1/22,9000
S-1129302,C-1000103,N-1000522,2022/1/22,15000
S-1129303,C-1001217,N-1003098,2022/1/22,13000
S-1129304,C-1000968,N-1002227,2022/1/22,80000
S-1129305,C-1001414,N-1003866,2022/1/22,21000
S-1129306,C-1000073,N-1002486,2022/1/22,15000
S-1129307,C-1000637,N-1001158,2022/1/22,13000
S-1129308,C-1001451,N-1004016,2022/1/22,30000
S-1129323,C-1000837,N-1001734,2022/1/22,15000
S-1129324,C-1000160,N-1000190,2022/1/22,21000
S-1129325,C-1000246,N-1000321,2022/1/22,80000
S-1129326,C-1001345,N-1003565,2022/1/22,30000
S-1129327,C-1000662,N-1002150,2022/1/22,9000
S-1129328,C-1000486,N-1001609,2022/1/22,29000
S-1129329,C-1000111,N-1000126,2022/1/22,13000
S-1129330,C-1000245,N-1000318,2022/1/22,50000
S-1129331,C-1000637,N-1002865,2022/1/22,13000
S-1129332,C-1000923,N-1002226,2022/1/22,15000
S-1129333,C-1000837,N-1001732,2022/1/22,15000
S-1129334,C-1000245,N-1000319,2022/1/22,50000
S-1129335,C-1000246,N-1003377,2022/1/22,80000
S-1129336,C-1000688,N-1002230,2022/1/22,80000
S-1129337,C-1000837,N-1001733,2022/1/22,15000
S-1129338,C-1000111,N-1000127,2022/1/22,13000
S-1129339,C-1000688,N-1002229,2022/1/22,80000
S-1129340,C-1000103,N-1000521,2022/1/22,15000
S-1129341,C-1000688,N-1002231,2022/1/22,80000
S-1129342,C-1000160,N-1000188,2022/1/22,21000
S-1129343,C-1000662,N-1002151,2022/1/22,9000
S-1129344,C-1001414,N-1003865,2022/1/22,21000
S-1129345,C-1000662,N-1002152,2022/1/22,9000
S-1129346,C-1000423,N-1001107,2022/1/22,30000
S-1129363,C-1000246,N-1000320,2022/1/22,80000
S-1129364,C-1000486,N-1001605,2022/1/22,29000
S-1129365,C-1000968,N-1002228,2022/1/22,80000
S-1129366,C-1000581,N-1000988,2022/1/22,50000
S-1129367,C-1000103,N-1003194,2022/1/22,15000
S-1129368,C-1000423,N-1001106,2022/1/22,30000
S-1129369,C-1000837,N-1001729,2022/1/22,15000
S-1129370,C-1001345,N-1003564,2022/1/22,30000
S-1129371,C-1000065,N-1000407,2022/1/22,30000
S-1129372,C-1000688,N-1002225,2022/1/22,80000
S-1129373,C-1001388,N-1003708,2022/1/22,30000
S-1129374,C-1001388,N-1003707,2022/1/22,30000
S-1129375,C-1000069,N-1000891,2022/1/22,29000
S-1129376,C-1000837,N-1001730,2022/1/22,15000
S-1129377,C-1000328,N-1000466,2022/1/22,9000
S-1129378,C-1000815,N-1001659,2022/1/22,50000
S-1129379,C-1000385,N-1002029,2022/1/23,30000
S-1129380,C-1000396,N-1000731,2022/1/23,30000
S-1129381,C-1000075,N-1000625,2022/1/23,15000
S-1129382,C-1000719,N-1003867,2022/1/23,10000
S-1129383,C-1001052,N-1002597,2022/1/23,10000
S-1129384,C-1001104,N-1002763,2022/1/23,9000
S-1129385,C-1001395,N-1003756,2022/1/23,10000
S-1129386,C-1000385,N-1002027,2022/1/23,30000
S-1129403,C-1000075,N-1002382,2022/1/23,6000
S-1129404,C-1001060,N-1002598,2022/1/23,13000
S-1129405,C-1000148,N-1002762,2022/1/23,30000
S-1129406,C-1000084,N-1000089,2022/1/23,15000
S-1129407,C-1000507,N-1002381,2022/1/23,21000
S-1129408,C-1001235,N-1003200,2022/1/23,13000
S-1129409,C-1000352,N-1001359,2022/1/23,30000
S-1129410,C-1001425,N-1003913,2022/1/23,13000
S-1129411,C-1001395,N-1003757,2022/1/23,10000
S-1129412,C-1000349,N-1000802,2022/1/23,80000
S-1129413,C-1000928,N-1002088,2022/1/23,80000
S-1129414,C-1000385,N-1002028,2022/1/23,30000
S-1129415,C-1000396,N-1000733,2022/1/23,30000
S-1129416,C-1000364,N-1000527,2022/1/23,6000
S-1129417,C-1001225,N-1003195,2022/1/23,10000
S-1129418,C-1000135,N-1000155,2022/1/23,30000
S-1129419,C-1000219,N-1000268,2022/1/23,80000
S-1129420,C-1000031,N-1000032,2022/1/23,15000
S-1129421,C-1001060,N-1002600,2022/1/23,13000
S-1129422,C-1001240,N-1003196,2022/1/23,10000
S-1129423,C-1000075,N-1000435,2022/1/23,6000
S-1129424,C-1001104,N-1002764,2022/1/23,9000
S-1129425,C-1000162,N-1000192,2022/1/23,29000
S-1129426,C-1000385,N-1002030,2022/1/23,30000
S-1129443,C-1000162,N-1000196,2022/1/23,80000
S-1129444,C-1000363,N-1000526,2022/1/23,30000
S-1129445,C-1000280,N-1001610,2022/1/23,50000
S-1129446,C-1000364,N-1000529,2022/1/23,6000
S-1129447,C-1000280,N-1001611,2022/1/23,50000
S-1129448,C-1001131,N-1002867,2022/1/23,21000
S-1129449,C-1001059,N-1002603,2022/1/23,50000
S-1129450,C-1001225,N-1003198,2022/1/23,10000
S-1129451,C-1001425,N-1003914,2022/1/23,13000
S-1129452,C-1000985,N-1002308,2022/1/23,50000
S-1129453,C-1000349,N-1000799,2022/1/23,80000
S-1129454,C-1000985,N-1002307,2022/1/23,50000
S-1129455,C-1000023,N-1001524,2022/1/23,10000
S-1129456,C-1000507,N-1000801,2022/1/23,21000
S-1129457,C-1000031,N-1000031,2022/1/23,15000
S-1129458,C-1000219,N-1003868,2022/1/23,50000
S-1129459,C-1000657,N-1001200,2022/1/23,15000
S-1129460,C-1001235,N-1003199,2022/1/23,13000
S-1129461,C-1000886,N-1002766,2022/1/23,9000
S-1129462,C-1001052,N-1002605,2022/1/23,10000
S-1129463,C-1000364,N-1002595,2022/1/23,6000
S-1129464,C-1000582,N-1000993,2022/1/23,15000
S-1129478,C-1001052,N-1002604,2022/1/23,10000
S-1129479,C-1000928,N-1002087,2022/1/23,80000
S-1129480,C-1000162,N-1000198,2022/1/23,15000
S-1129481,C-1000162,N-1000191,2022/1/23,29000
S-1129482,C-1000023,N-1001525,2022/1/23,10000
S-1129483,C-1000719,N-1002596,2022/1/23,10000
S-1129484,C-1000161,N-1000199,2022/1/23,13000
S-1129485,C-1000501,N-1002765,2022/1/23,9000
S-1129486,C-1001009,N-1002380,2022/1/23,15000
S-1129487,C-1000930,N-1002089,2022/1/23,30000
S-1129488,C-1000135,N-1003871,2022/1/23,30000
S-1129489,C-1000075,N-1000434,2022/1/23,6000
S-1129490,C-1000432,N-1003870,2022/1/23,50000
S-1129491,C-1000476,N-1000735,2022/1/23,80000
S-1129492,C-1000886,N-1002154,2022/1/23,9000
S-1129493,C-1000432,N-1002099,2022/1/23,50000
S-1129494,C-1001425,N-1003949,2022/1/23,13000
S-1129495,C-1000432,N-1002094,2022/1/23,50000
S-1129496,C-1000364,N-1000528,2022/1/23,6000
S-1129497,C-1000135,N-1000154,2022/1/23,30000
S-1129498,C-1000444,N-1001296,2022/1/23,6000
S-1129499,C-1000023,N-1003274,2022/1/23,30000
S-1129500,C-1000162,N-1000193,2022/1/23,50000
S-1129514,C-1000508,N-1000803,2022/1/23,13000
S-1129515,C-1000928,N-1002092,2022/1/23,80000
S-1129516,C-1000022,N-1000730,2022/1/23,30000
S-1129517,C-1000162,N-1000194,2022/1/23,50000
S-1129518,C-1000862,N-1001821,2022/1/23,21000
S-1129519,C-1001417,N-1003872,2022/1/23,50000
S-1129520,C-1000363,N-1000525,2022/1/23,30000
S-1129521,C-1000022,N-1000732,2022/1/23,30000
S-1129522,C-1000396,N-1002940,2022/1/23,30000
S-1129523,C-1001166,N-1002939,2022/1/23,30000
S-1129524,C-1000886,N-1002155,2022/1/23,9000
S-1129525,C-1000930,N-1002091,2022/1/23,30000
S-1129526,C-1000930,N-1003950,2022/1/23,30000
S-1129527,C-1001417,N-1003869,2022/1/23,50000
S-1129528,C-1000075,N-1000626,2022/1/23,15000
S-1129529,C-1000219,N-1000267,2022/1/23,80000
S-1129530,C-1001009,N-1002379,2022/1/23,15000
S-1129531,C-1000508,N-1000804,2022/1/23,13000
S-1129532,C-1000476,N-1000734,2022/1/23,80000
S-1129533,C-1000161,N-1002869,2022/1/23,13000
S-1129534,C-1000576,N-1001298,2022/1/24,29000
S-1129535,C-1001330,N-1003522,2022/1/24,80000
S-1129536,C-1000721,N-1001397,2022/1/24,80000
S-1129537,C-1001168,N-1002945,2022/1/24,50000
S-1129552,C-1001168,N-1002946,2022/1/24,50000
S-1129553,C-1000576,N-1001297,2022/1/24,29000
S-1129554,C-1000534,N-1001496,2022/1/24,29000
S-1129555,C-1001200,N-1003109,2022/1/24,21000
S-1129556,C-1000588,N-1001254,2022/1/24,30000
S-1129557,C-1001453,N-1004019,2022/1/24,13000
S-1129558,C-1000249,N-1003711,2022/1/24,30000
S-1129559,C-1000382,N-1001825,2022/1/24,9000
S-1129560,C-1001028,N-1002500,2022/1/24,30000
S-1129561,C-1000309,N-1000437,2022/1/24,29000
S-1129562,C-1000640,N-1001163,2022/1/24,6000
S-1129563,C-1000534,N-1001493,2022/1/24,29000
S-1129564,C-1000241,N-1001034,2022/1/24,80000
S-1129565,C-1001327,N-1003492,2022/1/24,10000
S-1129566,C-1000988,N-1003378,2022/1/24,6000
S-1129567,C-1001323,N-1003495,2022/1/24,21000
S-1129568,C-1001200,N-1003107,2022/1/24,21000
S-1129569,C-1000764,N-1002309,2022/1/24,10000
S-1129570,C-1001149,N-1002943,2022/1/24,30000
S-1129571,C-1000119,N-1001494,2022/1/24,30000
S-1129572,C-1000679,N-1001614,2022/1/24,15000
S-1129573,C-1000588,N-1003379,2022/1/24,9000
S-1129574,C-1000257,N-1003524,2022/1/24,30000
S-1129575,C-1001330,N-1003521,2022/1/24,80000
S-1129594,C-1000777,N-1003669,2022/1/24,50000
S-1129595,C-1001431,N-1003951,2022/1/24,6000
S-1129596,C-1000764,N-1002313,2022/1/24,10000
S-1129597,C-1000241,N-1001035,2022/1/24,80000
S-1129598,C-1000309,N-1000440,2022/1/24,50000
S-1129599,C-1001200,N-1003101,2022/1/24,21000
S-1129600,C-1001211,N-1003104,2022/1/24,10000
S-1129601,C-1000257,N-1000488,2022/1/24,30000
S-1129602,C-1000679,N-1001613,2022/1/24,15000
S-1129603,C-1001028,N-1002502,2022/1/24,30000
S-1129604,C-1001399,N-1003759,2022/1/24,30000
S-1129605,C-1000967,N-1002314,2022/1/24,13000
S-1129606,C-1000764,N-1002310,2022/1/24,10000
S-1129607,C-1000381,N-1000551,2022/1/24,21000
S-1129608,C-1000119,N-1004020,2022/1/24,9000
S-1129609,C-1001160,N-1002949,2022/1/24,50000
S-1129610,C-1000764,N-1002488,2022/1/24,10000
S-1129611,C-1001324,N-1003493,2022/1/24,15000
S-1129612,C-1001315,N-1003455,2022/1/24,80000
S-1129613,C-1000426,N-1000643,2022/1/24,13000
S-1129614,C-1001028,N-1002487,2022/1/24,30000
S-1129615,C-1000497,N-1003616,2022/1/24,6000
S-1129616,C-1000588,N-1001256,2022/1/24,30000
S-1129617,C-1000321,N-1000630,2022/1/24,13000
S-1129637,C-1001315,N-1003454,2022/1/24,80000
S-1129638,C-1000323,N-1000454,2022/1/24,10000
S-1129639,C-1000426,N-1000644,2022/1/24,13000
S-1129640,C-1000967,N-1002315,2022/1/24,13000
S-1129654,C-1000497,N-1000776,2022/1/24,6000
S-1129655,C-1000381,N-1000555,2022/1/24,30000
S-1129656,C-1001028,N-1002501,2022/1/24,30000
S-1129657,C-1000382,N-1001826,2022/1/24,9000
S-1129658,C-1001099,N-1002770,2022/1/24,30000
S-1129659,C-1000229,N-1000364,2022/1/24,80000
S-1129673,C-1000321,N-1002948,2022/1/24,13000
S-1129674,C-1000249,N-1003874,2022/1/24,30000
S-1129675,C-1000381,N-1000553,2022/1/24,21000
S-1129676,C-1001408,N-1003816,2022/1/24,13000
S-1129677,C-1000686,N-1001255,2022/1/24,9000
S-1129678,C-1001406,N-1003818,2022/1/24,9000
S-1129679,C-1000721,N-1001394,2022/1/24,80000
S-1129680,C-1000249,N-1001824,2022/1/24,30000
S-1129681,C-1000241,N-1002870,2022/1/24,80000
S-1129682,C-1001014,N-1002495,2022/1/24,9000
S-1129683,C-1000032,N-1000033,2022/1/24,13000
S-1129684,C-1000588,N-1003523,2022/1/24,30000
S-1129685,C-1000257,N-1000487,2022/1/24,30000
S-1129686,C-1000992,N-1002384,2022/1/24,80000
S-1129687,C-1000875,N-1001871,2022/1/24,13000
S-1129688,C-1001039,N-1002498,2022/1/24,80000
S-1129689,C-1000992,N-1002383,2022/1/24,80000
S-1129690,C-1001453,N-1004018,2022/1/24,13000
S-1129691,C-1000249,N-1001823,2022/1/24,30000
S-1129692,C-1001028,N-1002492,2022/1/24,30000
S-1129693,C-1001211,N-1003103,2022/1/24,10000
S-1129694,C-1000381,N-1002944,2022/1/24,21000
S-1129695,C-1001406,N-1003817,2022/1/24,9000
S-1129696,C-1000497,N-1000775,2022/1/24,6000
S-1129715,C-1001327,N-1003491,2022/1/24,10000
S-1129716,C-1000944,N-1002158,2022/1/24,50000
S-1129717,C-1000875,N-1001872,2022/1/24,13000
